pair_id, entrailment_judgment, relatedness_score
1572, NEUTRAL, 1.7787379
1577, NEUTRAL, 1.9138001
1578, ENTAILMENT, 4.8916235
1579, CONTRADICTION, 3.0463586
1581, CONTRADICTION, 3.3178139
1583, CONTRADICTION, 2.3147254
1589, ENTAILMENT, 4.182973
1590, ENTAILMENT, 3.405293
1593, ENTAILMENT, 4.0139837
1594, NEUTRAL, 3.2008767
1596, ENTAILMENT, 4.989585
1597, NEUTRAL, 2.8366942
1598, ENTAILMENT, 3.9695315
1600, ENTAILMENT, 4.118091
1602, CONTRADICTION, 3.108737
1603, ENTAILMENT, 4.1069813
1605, NEUTRAL, 3.485559
1611, CONTRADICTION, 3.2596908
1613, CONTRADICTION, 2.948309
1616, NEUTRAL, 1.8869447
1617, ENTAILMENT, 4.4303966
1619, ENTAILMENT, 4.6709456
1620, ENTAILMENT, 4.1861014
1622, NEUTRAL, 0.20013022
1623, NEUTRAL, 0.24195719
1624, NEUTRAL, 0.31191266
1630, ENTAILMENT, 4.3972282
1633, NEUTRAL, 2.8523645
1634, NEUTRAL, 2.380001
1636, NEUTRAL, 2.6629877
1637, NEUTRAL, 2.8133764
1638, NEUTRAL, 0.7087436
1642, NEUTRAL, 2.4492412
1644, CONTRADICTION, 3.004806
1645, ENTAILMENT, 4.5490265
1654, CONTRADICTION, 2.995585
1656, ENTAILMENT, 4.950397
1658, ENTAILMENT, 4.9841433
1662, NEUTRAL, 3.1101537
1664, ENTAILMENT, 4.046777
1665, ENTAILMENT, 3.6524854
1666, NEUTRAL, 3.0256443
1667, ENTAILMENT, 4.8242426
1672, NEUTRAL, 0.10598874
1674, NEUTRAL, 0.013881564
1678, CONTRADICTION, 3.051114
1679, NEUTRAL, 2.5553846
1681, CONTRADICTION, 3.1755795
1683, ENTAILMENT, 4.5427275
1684, CONTRADICTION, 2.9322867
1685, NEUTRAL, 1.494336
1686, ENTAILMENT, 4.372996
1688, CONTRADICTION, 3.4224749
1689, ENTAILMENT, 4.5324726
1692, NEUTRAL, 4.1405697
1693, ENTAILMENT, 4.191946
1695, NEUTRAL, 3.4614005
1696, ENTAILMENT, 4.3403316
1698, ENTAILMENT, 4.1825433
1699, ENTAILMENT, 4.2042317
1701, NEUTRAL, 2.3431907
1704, ENTAILMENT, 3.6175838
1709, NEUTRAL, 0.7220371
1710, NEUTRAL, 0.75474393
1713, CONTRADICTION, 2.9389367
1717, ENTAILMENT, 4.6748276
1718, CONTRADICTION, 3.0316973
1720, CONTRADICTION, 2.8538876
1722, ENTAILMENT, 4.899445
1725, ENTAILMENT, 4.7803774
1726, CONTRADICTION, 2.5935693
1727, ENTAILMENT, 3.5426517
1728, NEUTRAL, 0.6152469
1730, NEUTRAL, 0.18176353
1731, NEUTRAL, 0.584121
1732, NEUTRAL, 0.26047742
1734, ENTAILMENT, 3.853253
1735, CONTRADICTION, 2.6361737
1737, CONTRADICTION, 3.3359122
1738, NEUTRAL, 0.38804662
1739, NEUTRAL, 0.1162498
1740, NEUTRAL, 0.181252
1742, NEUTRAL, 0.16654313
1743, ENTAILMENT, 4.7944155
1744, CONTRADICTION, 3.2123842
1745, ENTAILMENT, 4.179395
1746, ENTAILMENT, 4.1521177
1748, ENTAILMENT, 4.069804
1749, CONTRADICTION, 3.4087167
1750, ENTAILMENT, 3.7910848
1752, ENTAILMENT, 3.3830094
1758, CONTRADICTION, 2.8666248
1760, NEUTRAL, 3.4123268
1761, ENTAILMENT, 4.0003786
1762, NEUTRAL, 2.1276336
1763, NEUTRAL, 3.2222285
1764, ENTAILMENT, 3.6779094
1767, ENTAILMENT, 2.777194
1768, ENTAILMENT, 4.296406
1769, CONTRADICTION, 2.7314024
1770, NEUTRAL, 3.4787712
1774, NEUTRAL, 2.9671097
1775, NEUTRAL, 2.3321228
1778, ENTAILMENT, 4.3069882
1779, ENTAILMENT, 3.8989463
1785, NEUTRAL, 3.5926046
1786, NEUTRAL, 3.77488
1788, NEUTRAL, 3.9630895
1790, CONTRADICTION, 3.4354992
1793, CONTRADICTION, 3.2445064
1794, CONTRADICTION, 3.7234697
1795, ENTAILMENT, 3.7679272
1796, CONTRADICTION, 2.6068974
1797, NEUTRAL, 3.0909796
1799, NEUTRAL, 2.6474495
1800, NEUTRAL, 3.1128778
1801, ENTAILMENT, 4.195175
1802, ENTAILMENT, 4.709189
1803, CONTRADICTION, 2.7618966
1804, ENTAILMENT, 4.137045
1805, CONTRADICTION, 3.3754907
1806, CONTRADICTION, 3.2780914
1810, NEUTRAL, 1.7640284
1813, ENTAILMENT, 4.9139633
1816, ENTAILMENT, 4.414582
1817, CONTRADICTION, 3.5147877
1819, NEUTRAL, 4.1628294
1821, NEUTRAL, 2.5457363
1824, NEUTRAL, 2.9888573
1826, ENTAILMENT, 4.484203
1827, ENTAILMENT, 3.6177483
1828, NEUTRAL, 3.666256
1831, ENTAILMENT, 4.344922
1833, NEUTRAL, 1.9907163
1834, NEUTRAL, 1.5383879
1835, NEUTRAL, 2.066289
1836, NEUTRAL, 0.21891093
1837, NEUTRAL, 2.037364
1838, NEUTRAL, 1.5369934
1843, CONTRADICTION, 3.2206106
1845, NEUTRAL, 0.15958905
1848, NEUTRAL, 0.041544795
1850, ENTAILMENT, 4.6361985
1855, NEUTRAL, 3.0554004
1856, NEUTRAL, 3.6594472
1857, CONTRADICTION, 3.4408083
1858, ENTAILMENT, 3.9933882
1859, ENTAILMENT, 4.2851334
1860, CONTRADICTION, 3.1156764
1862, ENTAILMENT, 4.974768
1863, CONTRADICTION, 3.0180964
1864, ENTAILMENT, 3.4120812
1865, ENTAILMENT, 4.2182903
1867, NEUTRAL, 2.4882956
1868, ENTAILMENT, 4.2399197
1870, ENTAILMENT, 3.103948
1871, ENTAILMENT, 4.4190993
1872, ENTAILMENT, 4.390226
1875, ENTAILMENT, 4.8307033
1880, ENTAILMENT, 3.8641214
1883, NEUTRAL, 2.940144
1885, ENTAILMENT, 4.8023324
1889, NEUTRAL, 3.1473494
1890, NEUTRAL, 3.1961846
1891, NEUTRAL, 3.9527888
1893, ENTAILMENT, 3.0177307
1895, NEUTRAL, 3.5083427
1896, NEUTRAL, 3.840685
1899, NEUTRAL, 2.6431804
1901, CONTRADICTION, 3.8506417
1902, ENTAILMENT, 3.4820504
1903, NEUTRAL, 0.018226504
1905, NEUTRAL, 0.024042726
1906, NEUTRAL, 0.07692778
1911, NEUTRAL, 3.3353095
1913, CONTRADICTION, 2.7217655
1914, NEUTRAL, 3.3139615
1915, NEUTRAL, 0.15161729
1916, NEUTRAL, 0.5174427
1917, NEUTRAL, 0.72289836
1920, NEUTRAL, 0.7078179
1922, ENTAILMENT, 4.8007383
1923, NEUTRAL, 3.2140884
1924, NEUTRAL, 3.1136875
1925, ENTAILMENT, 4.867537
1926, CONTRADICTION, 3.3301997
1928, NEUTRAL, 0.021627426
1929, NEUTRAL, 0.6234596
1930, NEUTRAL, 0.04182625
1931, NEUTRAL, 0.22727823
1932, NEUTRAL, 0.4176749
1933, NEUTRAL, 0.08712208
1937, ENTAILMENT, 4.054697
1938, NEUTRAL, 2.443975
1941, NEUTRAL, 0.35218644
1945, CONTRADICTION, 3.476935
1947, ENTAILMENT, 3.7094593
1950, NEUTRAL, 1.9102765
1951, NEUTRAL, 1.479551
1953, ENTAILMENT, 4.588971
1956, ENTAILMENT, 4.46552
1957, NEUTRAL, 3.4076653
1958, NEUTRAL, 0.07978666
1959, NEUTRAL, 0.04462433
1960, NEUTRAL, 0.0
1962, NEUTRAL, 0.19184923
1965, CONTRADICTION, 3.3036857
1966, NEUTRAL, 1.4184209
1968, CONTRADICTION, 3.5835676
1971, CONTRADICTION, 2.9201875
1973, ENTAILMENT, 4.2355676
1976, ENTAILMENT, 4.3290787
1977, ENTAILMENT, 4.3231816
1979, NEUTRAL, 2.9635239
1980, ENTAILMENT, 4.244165
1982, NEUTRAL, 0.06153345
1983, NEUTRAL, 0.04639399
1985, NEUTRAL, 0.063482285
1986, NEUTRAL, 0.027878404
1990, NEUTRAL, 2.5477805
1995, NEUTRAL, 2.4317036
1997, NEUTRAL, 3.4535437
1998, NEUTRAL, 2.681704
2002, ENTAILMENT, 4.3195043
2003, ENTAILMENT, 3.5256767
2010, NEUTRAL, 2.09556
2013, NEUTRAL, 1.5149978
2017, ENTAILMENT, 4.4878697
2021, NEUTRAL, 1.0380048
2022, NEUTRAL, 1.0407883
2026, NEUTRAL, 1.280991
2028, ENTAILMENT, 3.7406693
2031, CONTRADICTION, 3.0974965
2032, CONTRADICTION, 3.272849
2033, NEUTRAL, 2.4186988
2034, NEUTRAL, 2.1702294
2036, NEUTRAL, 3.4551868
2039, NEUTRAL, 3.1628299
2042, NEUTRAL, 2.8402076
2043, ENTAILMENT, 4.773409
2044, CONTRADICTION, 3.525196
2046, NEUTRAL, 0.65139246
2048, NEUTRAL, 0.43656647
2050, NEUTRAL, 0.25217974
2053, ENTAILMENT, 4.6769876
2054, ENTAILMENT, 3.2189574
2057, CONTRADICTION, 3.2460656
2060, ENTAILMENT, 4.1648617
2062, NEUTRAL, 3.4246569
2063, ENTAILMENT, 3.348474
2065, CONTRADICTION, 3.2932081
2069, NEUTRAL, 3.1680946
2071, NEUTRAL, 3.348001
2074, NEUTRAL, 2.9295049
2077, NEUTRAL, 2.9361558
2083, NEUTRAL, 2.5053048
2085, NEUTRAL, 2.7055235
2093, ENTAILMENT, 3.4807262
2095, NEUTRAL, 0.13111079
2099, NEUTRAL, 0.4519323
2101, ENTAILMENT, 4.295085
2106, ENTAILMENT, 3.3694797
2108, NEUTRAL, 0.1916244
2110, NEUTRAL, 0.17323768
2111, NEUTRAL, 0.22093272
2114, NEUTRAL, 3.657855
2116, ENTAILMENT, 3.8056831
2120, ENTAILMENT, 3.8956337
2126, NEUTRAL, 4.1268377
2127, ENTAILMENT, 4.181013
2128, CONTRADICTION, 2.942916
2129, ENTAILMENT, 4.7443748
2131, NEUTRAL, 3.1293097
2133, NEUTRAL, 3.5262356
2134, NEUTRAL, 2.6729198
2135, ENTAILMENT, 3.1110277
2137, CONTRADICTION, 4.108269
2138, NEUTRAL, 3.0110936
2140, CONTRADICTION, 3.6350532
2142, NEUTRAL, 3.1952076
2143, NEUTRAL, 2.9761276
2147, NEUTRAL, 2.520143
2149, ENTAILMENT, 4.422035
2151, ENTAILMENT, 3.8277001
2152, ENTAILMENT, 4.580948
2154, ENTAILMENT, 4.267072
2155, NEUTRAL, 2.8086095
2156, NEUTRAL, 2.5455108
2158, NEUTRAL, 2.572886
2159, NEUTRAL, 2.4357114
2160, NEUTRAL, 2.542993
2161, NEUTRAL, 2.6559868
2168, ENTAILMENT, 4.340757
2169, CONTRADICTION, 3.2986126
2173, NEUTRAL, 2.6910443
2174, ENTAILMENT, 4.439632
2177, CONTRADICTION, 3.1623592
2178, ENTAILMENT, 4.220275
2182, ENTAILMENT, 4.3280764
2185, CONTRADICTION, 3.2532358
2186, ENTAILMENT, 4.314353
2187, CONTRADICTION, 3.3362064
2189, NEUTRAL, 3.0775666
2190, NEUTRAL, 4.1445293
2191, ENTAILMENT, 4.780194
2193, NEUTRAL, 3.0127573
2194, ENTAILMENT, 4.127827
2197, NEUTRAL, 2.968226
2200, NEUTRAL, 2.4370832
2201, NEUTRAL, 3.7108898
2204, ENTAILMENT, 3.8455434
2206, NEUTRAL, 3.897645
2209, NEUTRAL, 3.6933603
2211, NEUTRAL, 4.0666547
2214, NEUTRAL, 4.028532
2216, NEUTRAL, 3.740224
2219, CONTRADICTION, 3.282333
2220, ENTAILMENT, 3.756472
2223, ENTAILMENT, 3.5567122
2224, NEUTRAL, 2.96179
2225, ENTAILMENT, 3.8117962
2227, CONTRADICTION, 3.737493
2230, ENTAILMENT, 4.461357
2237, ENTAILMENT, 4.713038
2241, NEUTRAL, 2.8517432
2244, NEUTRAL, 2.5464807
2245, NEUTRAL, 3.5179796
2246, ENTAILMENT, 4.486344
2248, ENTAILMENT, 4.8934927
2249, CONTRADICTION, 3.003705
2254, ENTAILMENT, 4.7271047
2255, ENTAILMENT, 4.014656
2256, NEUTRAL, 3.1399188
2257, ENTAILMENT, 4.3727684
2258, CONTRADICTION, 2.9746313
2262, NEUTRAL, 1.4277285
2265, CONTRADICTION, 3.8420544
2267, CONTRADICTION, 3.3691926
2268, ENTAILMENT, 3.4271288
2269, NEUTRAL, 3.3042169
2270, ENTAILMENT, 3.5862103
2271, CONTRADICTION, 3.2568154
2273, ENTAILMENT, 4.5340085
2276, ENTAILMENT, 4.585697
2278, NEUTRAL, 2.6715407
2279, NEUTRAL, 3.1675673
2280, NEUTRAL, 2.9645882
2283, CONTRADICTION, 3.2875924
2285, CONTRADICTION, 3.3385658
2290, ENTAILMENT, 4.8396735
2292, CONTRADICTION, 3.0132093
2293, ENTAILMENT, 4.3826356
2294, NEUTRAL, 3.3365035
2295, NEUTRAL, 4.362137
2296, NEUTRAL, 2.6853724
2298, CONTRADICTION, 2.8543034
2300, ENTAILMENT, 4.7382464
2301, NEUTRAL, 3.4474235
2306, ENTAILMENT, 3.5395365
2312, ENTAILMENT, 4.629867
2313, CONTRADICTION, 3.0246134
2320, NEUTRAL, 3.3447552
2321, ENTAILMENT, 3.3319297
2323, NEUTRAL, 3.1221519
2324, NEUTRAL, 2.6714067
2325, ENTAILMENT, 4.848897
2326, CONTRADICTION, 3.4871655
2328, ENTAILMENT, 4.910898
2331, ENTAILMENT, 4.830254
2335, ENTAILMENT, 4.9277916
2336, CONTRADICTION, 3.1780348
2337, ENTAILMENT, 4.6077857
2342, ENTAILMENT, 2.9936557
2343, ENTAILMENT, 2.9450674
2345, ENTAILMENT, 3.6146698
2346, ENTAILMENT, 3.833006
2347, NEUTRAL, 2.7505107
2349, ENTAILMENT, 4.7248526
2353, NEUTRAL, 2.1914248
2354, NEUTRAL, 2.2013764
2355, NEUTRAL, 1.7525223
2356, NEUTRAL, 2.0897298
2357, ENTAILMENT, 4.7484045
2361, CONTRADICTION, 3.6261764
2367, ENTAILMENT, 4.0905595
2370, ENTAILMENT, 4.8226027
2371, CONTRADICTION, 3.3659182
2372, ENTAILMENT, 4.523422
2373, CONTRADICTION, 3.118165
2376, ENTAILMENT, 4.1675677
2378, ENTAILMENT, 3.7910528
2379, ENTAILMENT, 4.7881474
2380, CONTRADICTION, 3.2595015
2382, NEUTRAL, 2.334014
2384, NEUTRAL, 1.5010494
2387, NEUTRAL, 3.6434646
2389, ENTAILMENT, 4.4470887
2390, CONTRADICTION, 3.19494
2393, NEUTRAL, 3.960472
2394, NEUTRAL, 3.6396523
2395, NEUTRAL, 3.2151155
2396, ENTAILMENT, 4.813082
2398, CONTRADICTION, 3.6340299
2399, ENTAILMENT, 4.8206997
2403, ENTAILMENT, 4.047487
2406, ENTAILMENT, 4.5977936
2408, ENTAILMENT, 4.9345717
2411, NEUTRAL, 0.5235708
2412, NEUTRAL, 1.4980606
2416, CONTRADICTION, 3.6706963
2417, ENTAILMENT, 4.6994224
2418, ENTAILMENT, 4.410297
2419, CONTRADICTION, 3.505062
2420, ENTAILMENT, 3.8404865
2421, NEUTRAL, 3.2242913
2424, ENTAILMENT, 4.0066214
2425, ENTAILMENT, 4.1905503
2427, NEUTRAL, 2.2022543
2428, ENTAILMENT, 4.879468
2432, NEUTRAL, 2.6812701
2433, NEUTRAL, 1.8773938
2434, ENTAILMENT, 4.102627
2435, ENTAILMENT, 4.8540497
2437, ENTAILMENT, 4.3856516
2439, CONTRADICTION, 2.7628489
2442, ENTAILMENT, 3.951686
2443, NEUTRAL, 0.977291
2444, ENTAILMENT, 4.0798254
2446, CONTRADICTION, 4.2086473
2448, ENTAILMENT, 3.6463323
2449, ENTAILMENT, 4.2478
2451, NEUTRAL, 2.7386498
2452, NEUTRAL, 3.4803672
2453, ENTAILMENT, 3.5731368
2454, NEUTRAL, 2.5035043
2460, NEUTRAL, 2.5111942
2461, ENTAILMENT, 4.259348
2462, CONTRADICTION, 3.3598442
2463, ENTAILMENT, 3.9634566
2464, CONTRADICTION, 3.2135015
2468, ENTAILMENT, 4.405974
2469, CONTRADICTION, 2.5789404
2470, ENTAILMENT, 4.7753143
2471, NEUTRAL, 2.2454429
2473, NEUTRAL, 1.8191336
2475, NEUTRAL, 1.998777
2477, ENTAILMENT, 4.130076
2478, NEUTRAL, 2.4023223
2479, ENTAILMENT, 4.8266754
2480, CONTRADICTION, 2.8301678
2481, NEUTRAL, 1.8541433
2482, NEUTRAL, 1.859877
2483, NEUTRAL, 1.8547333
2484, NEUTRAL, 1.596712
2487, NEUTRAL, 1.7522916
2489, CONTRADICTION, 2.4764047
2490, NEUTRAL, 1.5056771
2492, NEUTRAL, 1.7791849
2493, NEUTRAL, 2.3715053
2498, ENTAILMENT, 4.463254
2501, NEUTRAL, 0.6192641
2502, NEUTRAL, 1.2320145
2503, NEUTRAL, 0.27278793
2504, NEUTRAL, 0.61905694
2507, CONTRADICTION, 3.1560225
2511, ENTAILMENT, 4.1438775
2512, NEUTRAL, 3.0779495
2513, ENTAILMENT, 4.092781
2516, ENTAILMENT, 4.1321583
2517, ENTAILMENT, 4.453192
2519, ENTAILMENT, 4.7480426
2520, CONTRADICTION, 3.0801535
2522, NEUTRAL, 3.6327453
2523, NEUTRAL, 2.7714133
2524, NEUTRAL, 3.853351
2526, NEUTRAL, 3.3211474
2528, ENTAILMENT, 4.449679
2531, NEUTRAL, 2.8955388
2532, ENTAILMENT, 4.4510283
2533, NEUTRAL, 2.485106
2534, ENTAILMENT, 4.311828
2536, ENTAILMENT, 4.425772
2537, ENTAILMENT, 4.81158
2541, NEUTRAL, 3.1558409
2542, CONTRADICTION, 3.3058429
2546, ENTAILMENT, 4.2129827
2547, CONTRADICTION, 3.1892767
2548, ENTAILMENT, 4.591005
2550, ENTAILMENT, 4.0586553
2552, ENTAILMENT, 4.298466
2556, NEUTRAL, 3.1748128
2558, NEUTRAL, 3.3524508
2559, ENTAILMENT, 3.806703
2560, NEUTRAL, 2.7222571
2562, NEUTRAL, 2.9822173
2563, ENTAILMENT, 4.446056
2564, ENTAILMENT, 4.4115033
2565, CONTRADICTION, 3.2777934
2567, NEUTRAL, 2.511137
2568, NEUTRAL, 2.1940832
2570, NEUTRAL, 1.9182872
2571, NEUTRAL, 2.1422567
2573, ENTAILMENT, 4.5696373
2575, ENTAILMENT, 4.7853713
2576, CONTRADICTION, 3.3350754
2580, CONTRADICTION, 2.7281785
2581, ENTAILMENT, 4.064667
2584, ENTAILMENT, 4.8888936
2585, CONTRADICTION, 3.4421706
2586, ENTAILMENT, 4.786076
2587, CONTRADICTION, 2.8726301
2595, ENTAILMENT, 4.750314
2598, NEUTRAL, 3.7442594
2600, NEUTRAL, 3.3638945
2603, CONTRADICTION, 2.7983403
2605, CONTRADICTION, 3.0726137
2607, ENTAILMENT, 4.539676
2609, NEUTRAL, 2.933838
2610, ENTAILMENT, 4.2555637
2611, CONTRADICTION, 2.8086333
2612, ENTAILMENT, 4.3316526
2613, ENTAILMENT, 4.462733
2614, CONTRADICTION, 3.224084
2616, NEUTRAL, 2.7711282
2617, ENTAILMENT, 4.651442
2618, NEUTRAL, 3.3991175
2620, CONTRADICTION, 2.993606
2621, ENTAILMENT, 4.678866
2624, ENTAILMENT, 4.1725497
2629, ENTAILMENT, 4.69315
2631, ENTAILMENT, 4.509301
2633, ENTAILMENT, 4.4333873
2635, ENTAILMENT, 3.9910574
2639, NEUTRAL, 1.2883323
2641, ENTAILMENT, 4.052321
2642, NEUTRAL, 1.7467135
2644, ENTAILMENT, 4.913337
2645, CONTRADICTION, 2.4104629
2646, ENTAILMENT, 4.701201
2647, CONTRADICTION, 3.6651292
2648, NEUTRAL, 2.5599294
2649, NEUTRAL, 2.391005
2652, NEUTRAL, 2.4203234
2653, ENTAILMENT, 4.5914397
2658, NEUTRAL, 1.5419682
2659, NEUTRAL, 1.8088375
2661, NEUTRAL, 1.2249607
2663, NEUTRAL, 1.3677293
2665, NEUTRAL, 4.0375285
2667, CONTRADICTION, 3.7373257
2669, NEUTRAL, 3.3710184
2671, NEUTRAL, 3.2265453
2674, NEUTRAL, 2.870369
2676, NEUTRAL, 3.2237468
2677, NEUTRAL, 2.8105478
2681, ENTAILMENT, 4.437222
2683, ENTAILMENT, 4.435263
2685, CONTRADICTION, 3.3791695
2686, ENTAILMENT, 4.669264
2690, NEUTRAL, 3.2522469
2693, ENTAILMENT, 4.3056264
2694, NEUTRAL, 3.1528826
2695, ENTAILMENT, 4.198119
2697, ENTAILMENT, 3.95965
2698, CONTRADICTION, 3.0099092
2699, ENTAILMENT, 4.4832335
2700, NEUTRAL, 2.6823459
2706, ENTAILMENT, 4.0500207
2717, NEUTRAL, 2.605811
2719, NEUTRAL, 3.3197112
2723, CONTRADICTION, 3.5660448
2725, NEUTRAL, 2.8441534
2727, NEUTRAL, 1.2884167
2729, NEUTRAL, 1.1402513
2732, NEUTRAL, 0.80790734
2733, ENTAILMENT, 4.7475376
2736, CONTRADICTION, 3.2689276
2737, NEUTRAL, 3.059205
2740, NEUTRAL, 2.260007
2742, ENTAILMENT, 4.455397
2743, CONTRADICTION, 3.114851
2745, NEUTRAL, 3.0997524
2746, ENTAILMENT, 4.5464
2747, NEUTRAL, 2.895968
2749, CONTRADICTION, 3.1508117
2750, ENTAILMENT, 4.3162165
2753, ENTAILMENT, 4.500798
2759, ENTAILMENT, 3.976151
2760, ENTAILMENT, 4.2707815
2762, ENTAILMENT, 3.2684278
2767, NEUTRAL, 2.2820368
2769, ENTAILMENT, 4.479724
2771, ENTAILMENT, 4.530395
2773, ENTAILMENT, 3.189022
2780, ENTAILMENT, 4.880091
2781, NEUTRAL, 3.0704594
2782, ENTAILMENT, 4.8618226
2785, CONTRADICTION, 3.0932121
2786, ENTAILMENT, 4.255805
2790, CONTRADICTION, 3.8530922
2793, ENTAILMENT, 4.4952664
2794, ENTAILMENT, 3.353972
2796, CONTRADICTION, 2.8863125
2798, ENTAILMENT, 4.134373
2801, CONTRADICTION, 3.560902
2804, NEUTRAL, 2.0867758
2805, NEUTRAL, 0.2802887
2806, NEUTRAL, 2.0405812
2808, ENTAILMENT, 3.751049
2810, ENTAILMENT, 3.4662905
2814, ENTAILMENT, 3.0701041
2816, ENTAILMENT, 4.5610013
2819, ENTAILMENT, 4.3557553
2820, ENTAILMENT, 3.162208
2823, NEUTRAL, 2.6511502
2824, CONTRADICTION, 2.3522282
2825, NEUTRAL, 2.1054473
2826, NEUTRAL, 2.364736
2830, CONTRADICTION, 3.3783374
2831, ENTAILMENT, 4.2944794
2832, CONTRADICTION, 2.8670464
2833, ENTAILMENT, 3.337708
2834, CONTRADICTION, 2.8699107
2835, ENTAILMENT, 3.7119646
2836, ENTAILMENT, 4.273643
2840, ENTAILMENT, 4.0656962
2841, NEUTRAL, 1.3815902
2843, CONTRADICTION, 1.9808766
2846, CONTRADICTION, 3.1681976
2847, ENTAILMENT, 4.165312
2848, CONTRADICTION, 3.5957065
2849, ENTAILMENT, 3.8164997
2852, CONTRADICTION, 3.0796819
2855, CONTRADICTION, 3.881381
2858, NEUTRAL, 3.2427692
2859, NEUTRAL, 2.9526157
2866, NEUTRAL, 2.3760157
2869, ENTAILMENT, 4.6551466
2871, ENTAILMENT, 4.4476542
2872, ENTAILMENT, 4.412642
2873, CONTRADICTION, 2.8317652
2876, ENTAILMENT, 4.79318
2877, CONTRADICTION, 3.0639596
2878, ENTAILMENT, 4.404357
2880, ENTAILMENT, 4.8378954
2882, NEUTRAL, 3.069315
2884, CONTRADICTION, 3.2633486
2885, ENTAILMENT, 4.758399
2887, ENTAILMENT, 4.1903834
2888, NEUTRAL, 3.4383898
2889, ENTAILMENT, 4.904384
2892, ENTAILMENT, 4.770714
2893, CONTRADICTION, 3.4313922
2895, CONTRADICTION, 3.1513247
2897, NEUTRAL, 2.5406537
2901, ENTAILMENT, 4.8516593
2902, NEUTRAL, 2.9875693
2904, NEUTRAL, 2.5692277
2906, NEUTRAL, 2.5287247
2912, NEUTRAL, 2.971006
2914, ENTAILMENT, 2.847961
2921, NEUTRAL, 3.0818725
2922, NEUTRAL, 2.5702906
2923, NEUTRAL, 3.535378
2925, NEUTRAL, 2.8284893
2928, ENTAILMENT, 4.8388586
2929, CONTRADICTION, 3.5962315
2931, NEUTRAL, 2.4388957
2934, NEUTRAL, 2.5238004
2940, NEUTRAL, 3.8305335
2942, NEUTRAL, 2.4793572
2944, NEUTRAL, 2.6458826
2946, ENTAILMENT, 4.618403
2947, CONTRADICTION, 2.7512498
2948, ENTAILMENT, 4.9570937
2949, CONTRADICTION, 3.633109
2950, ENTAILMENT, 3.920277
2953, NEUTRAL, 3.1550727
2954, ENTAILMENT, 4.315719
2962, CONTRADICTION, 2.7876801
2963, ENTAILMENT, 3.9629211
2973, ENTAILMENT, 3.5687375
2975, ENTAILMENT, 4.5119786
2978, ENTAILMENT, 4.228771
2979, CONTRADICTION, 3.4632778
2982, NEUTRAL, 3.5937176
2985, NEUTRAL, 3.628252
2986, ENTAILMENT, 4.283924
2987, CONTRADICTION, 3.615209
2990, ENTAILMENT, 3.3948445
2991, NEUTRAL, 2.209229
2993, CONTRADICTION, 2.9378233
2999, NEUTRAL, 3.1202135
3000, NEUTRAL, 2.9583216
3001, NEUTRAL, 3.3447871
3003, NEUTRAL, 3.2092338
3004, ENTAILMENT, 4.6507497
3006, ENTAILMENT, 4.6323123
3008, ENTAILMENT, 3.7735868
3009, NEUTRAL, 4.229775
3011, NEUTRAL, 3.483819
3012, ENTAILMENT, 4.264554
3013, NEUTRAL, 2.9704795
3017, ENTAILMENT, 4.7087283
3020, NEUTRAL, 1.3431998
3021, NEUTRAL, 3.5313272
3023, NEUTRAL, 3.8021727
3025, ENTAILMENT, 4.513311
3026, ENTAILMENT, 4.1278925
3028, NEUTRAL, 4.0225925
3029, CONTRADICTION, 3.0735097
3030, NEUTRAL, 4.0261116
3032, NEUTRAL, 3.935872
3034, CONTRADICTION, 3.3948789
3035, ENTAILMENT, 4.249733
3037, ENTAILMENT, 4.1925797
3040, CONTRADICTION, 3.5286727
3044, ENTAILMENT, 4.6379876
3045, NEUTRAL, 3.4884524
3048, NEUTRAL, 3.4219356
3051, ENTAILMENT, 4.9770274
3052, CONTRADICTION, 3.621406
3053, ENTAILMENT, 4.8522077
3055, ENTAILMENT, 4.4888234
3056, NEUTRAL, 2.5594602
3057, ENTAILMENT, 4.4148707
3058, CONTRADICTION, 3.537159
3060, ENTAILMENT, 4.476015
3063, ENTAILMENT, 4.5714393
3064, CONTRADICTION, 3.3071003
3066, CONTRADICTION, 3.437159
3067, ENTAILMENT, 4.0636873
3070, ENTAILMENT, 4.1013365
3074, ENTAILMENT, 4.2938466
3075, ENTAILMENT, 4.619342
3076, ENTAILMENT, 3.5691805
3077, ENTAILMENT, 4.488738
3078, CONTRADICTION, 3.619093
3080, ENTAILMENT, 4.7768145
3082, ENTAILMENT, 4.1153164
3083, CONTRADICTION, 2.680313
3084, NEUTRAL, 2.2832227
3086, ENTAILMENT, 3.1933994
3087, NEUTRAL, 1.5941757
3088, NEUTRAL, 2.8404684
3089, ENTAILMENT, 4.389586
3090, CONTRADICTION, 3.2615933
3093, NEUTRAL, 3.1865816
3095, NEUTRAL, 2.9181309
3096, NEUTRAL, 2.5379272
3099, CONTRADICTION, 2.9602394
3101, ENTAILMENT, 4.9005656
3103, ENTAILMENT, 4.2136207
3104, NEUTRAL, 1.6233743
3106, CONTRADICTION, 3.000804
3108, ENTAILMENT, 4.0926676
3109, ENTAILMENT, 4.824721
3112, NEUTRAL, 3.310082
3113, ENTAILMENT, 4.517252
3115, ENTAILMENT, 4.7551074
3116, CONTRADICTION, 3.1146164
3117, ENTAILMENT, 4.6677036
3118, ENTAILMENT, 4.4877176
